OBJECTID,COD_SIG,COD_VIA,COD_CICLOVIA,DESIGNACAO,NOME_PROJETO,HIERARQUIA,EIXO,TIPOLOGIA,NIVEL_SEGREGACAO,TIPO_INTERVENCAO,SITUACAO,ANO,ENTIDADE_RESPONSAVEL,FREGUESIA,COMP_M,COMP_KM,IDTIPO,ZONAMENTO,GlobalID,Shape__Length
130468,0000481,33395,0008,Avenida Paulo VI,Avenida Paulo VI,Complementar,,Pista Ciclável Unidirecional,Pista ciclável (separação física),Provisória,Executado,2020,EMEL,Marvila,967.93,0.96792588,9196,,c4eb74ec-6f90-4759-9dd2-acfd3b02765c,1242.80589660138
130471,0000013,,0271,Parque Quinta da Granja Norte - Parque Quinta Mata Mouros,Parque Quinta da Granja Norte - Parque Quinta Mata Mouros,Local,,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,Sem dados,CML,Benfica,158.13,0.15813095,9196,,0e777777-75f6-43da-95b5-beb115a91c01,202.581873502337
130473,1312,33370,0164,Alameda da Encarnação,Z30 - Bairro da Encarnação,Local,,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2019,CML/DMM,Olivais,84.06,0.08406139,9196,Bairro da Encarnação,f3b040a0-ee5e-442c-ad1c-01423098b4c9,107.838580841023
130474,1257,33370,0164,Alameda da Encarnação,Z30 - Bairro da Encarnação,Local,,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2019,CML/DMM,Olivais,50.64,0.05063815,9196,Bairro da Encarnação,e9170db8-2fe3-49b7-b267-8ac65a62cbc0,64.9540378466995
130475,156235,67002,0653,Avenida Elias Garcia,Planalto - Avenida Elias Garcia - Poente,Local,,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2017,CML/DMMT,Avenidas Novas,32.05,0.03205298,9196,Avenidas Novas,ac2f99cd-7dc3-4606-b67c-c3ff44e9891b,41.0404167038522
130477,0000692,66714,0038,Rua Luís Augusto Palmeirim,Rua Luís Augusto Palmeirim,Local,,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2020,CML/DMM; EMEL,Alvalade,303.97,0.30396554,9196,Bairro de Alvalade,92456221-fbbc-4843-9b71-ff2133ba6f23,389.486909954115
130479,0000174,,0237,Telheiras-Campo Grande,Interface Campo Grande,Complementar,,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2020,CML/DMM,Lumiar,372.15,0.37214938,9196,Campo Grande,06cbd87b-bb38-4800-837c-587a1a3e9aad,477.225382891395
130480,0000371,,0232,Telheiras-Campo Grande,,Complementar,,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2010,CML,Lumiar,43.51,0.04350919,9196,Campo Grande,f24fcae0-b3c5-4d20-a3b2-674a17761b90,55.7503280443125
130481,22150,67002,0652,Avenida Elias Garcia,Planalto - Avenida Elias Garcia - Nascente,Local,,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2017,CML/DMMT,Avenidas Novas,26.68,0.02667527,9196,Avenidas Novas,f1636fc8-0da0-4681-adec-1a90998cd57c,34.1557877801133
130482,0000415,6017,0046,Rua Finisterra,Alameda dos Oceanos Sul,Local,,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2021,CML/DMM; EMEL,Parque das Nações,106.06,0.10606452,9196,Parque das Nações Sul,4342c80e-562b-45e4-882e-2787d647cb91,135.962288091546
130487,159906,6287,0393,Eixo Central,,Local,,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,2023,CML,Santa Clara,138.3,0.13829727,9196,PU Alta de Lisboa,bd61d742-3328-4f21-975e-8566264a9eaa,177.815793699157
130488,159904,6287,0393,Eixo Central,,Local,,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,2023,CML,Santa Clara,160.4,0.16040409,9196,PU Alta de Lisboa,bfb6ff8a-4058-4668-8f40-8cb43173aa2c,206.236514162219
130490,0000093,33393,0044,Estrada da Circunvalação,Parque Florestal de Monsanto - Troço T25 - Parque de Campismo de Lisboa/Rotunda de Pina Manique,Principal,Circular Exterior,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,2021,CML/DMAEVCE; EMEL,Benfica,77.56,0.07755897,9196,Monsanto,4fe788f9-9a86-46a5-aaca-28c0afe73ee7,99.6222981795538
130492,0000300,101064,0673,Avenida Cidade de Praga,ZON - Avenida Cidade de Praga,Principal,Circular Exterior,Pista Ciclável Unidirecional,Pista ciclável (separação física),Definitiva,Executado,2017,CML/DMU/DEP,Carnide,1024.84,1.02483613,9196,Pontinha,4e6bfc40-5c15-48fb-ada8-38891ec16406,1315.59257935894
130497,0000241,462,0645,Avenida Infante Dom Henrique,Estação Sul e Sueste,Principal,Marginal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2021,CML/DMU/DEP,Santa Maria Maior,11.15,0.01114646,9196,Frente Ribeirinha,f27581fa-9258-4207-9adf-63a2da706dba,14.269474231522
130498,0000381,,0251,Troço da Frente Ribeirinha,T18 - Cais do Sodré - Torre de Belém,Local,,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2009,CML/DMEVAE,Belém,297.51,0.29750603,9196,Frente Ribeirinha,12a0b9e8-05ff-485b-bc90-cbc097527371,381.342742890096
130499,17340,5944,0198,Passeio dos Jacarandás,,Local,,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Parque das Nações,49.52,0.04951828,9196,Parque das Nações Norte,50c2b913-3f54-4f98-a632-361c64115098,63.6860196110812
130515,0000532,102120,0050,Via do Oriente,Alameda dos Oceanos Norte,Principal,Marginal,Pista Ciclável Bidirecional,Pista ciclável (separação física),Provisória,Executado,2020,EMEL,Parque das Nações,14.89,0.01488784,9196,Parque das Nações Norte,e4cb4ee1-1931-45bd-8eba-ce1a7a55594d,19.0732200524351
130527,152369,100418,0629,Tapada da Ajuda,Tapada da Ajuda,Local,,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2021,ISA; CML/DMAEVCE,Alcântara,104.95,0.10494846,9196,Tapada da Ajuda,4db94b4d-84af-4333-9925-7a4995e63755,134.380281569237
130531,0000177,66931,0084,Avenida Almirante Reis,Avenida Afonso Costa,Principal,Baixa - Aeroporto,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2021,CML/DMM; EMEL,Areeiro,137.31,0.13731147,9196,,0df2e9a2-12bb-43fd-aec6-2f8d7799190e,176.328808202132
130533,0000156,33566,0142,Rua Pardal Monteiro,Rua Pardal Monteiro-Rua Eng.º Ferreira Dias,Principal,Olivais - Beato,Pista Ciclável Bidirecional,Pista ciclável (separação física),Provisória,Executado,2021,EMEL,Marvila,16.57,0.01657115,9196,Bairro da Flamenga,cecb295e-a22f-4827-8dce-8831231b8b8f,21.2635530568045
130534,0000127,33566,0142,Rua Pardal Monteiro,Rua Pardal Monteiro-Rua Eng.º Ferreira Dias,Principal,Olivais - Beato,Pista Ciclável Unidirecional,Pista ciclável (separação física),Provisória,Executado,2021,EMEL,Marvila,715.17,0.71517176,9196,Bairro da Flamenga,b5760830-81f1-445d-bf9a-35c5b2d8e025,918.443343725273
130535,5764,67040,0656,Rua Pinheiro Chagas,Planalto - Rua Pinheiro Chagas,Local,,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2017,CML/DMMT,Avenidas Novas,76.79,0.07678803,9196,Saldanha,b8d8bcd7-5891-4fe5-9946-24ef847d55ef,98.3735521568071
130540,0000298,101064,0673,Avenida Cidade de Praga,ZON - Avenida Cidade de Praga,Principal,Circular Exterior,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2017,CML/DMU/DEP,Carnide,23.41,0.02341266,9196,Pontinha,6dad72cb-7e93-4c1b-a370-179804d2c5bb,30.042085340008
130541,0000337,67369,0278,Praça de Espanha,Praça de Espanha,Principal,Panorâmico,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2020,SRU,Campolide,363.35,0.36335123,9196,Praça de Espanha,22134978-2ebd-4e20-887c-0259901927e8,466.037137984074
130546,5186,67002,0653,Avenida Elias Garcia,Planalto - Avenida Elias Garcia - Poente,Local,,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2017,CML/DMMT,Avenidas Novas,98.01,0.09801132,9196,Avenidas Novas,f6085df5-d3ec-4e90-8194-16eeb63f512b,125.498517704144
130548,0000701,66971,0073,Alameda Dom Afonso Henriques,Avenida Almirante Reis - Fase 2,Principal,Baixa - Aeroporto,Pista Ciclável Bidirecional,Pista ciclável (separação física),Provisória,Executado,2022,CML/DMM; CML/DMMC/DIOA,Areeiro,7.71,0.00770959,9196,,e3c83082-fb7c-4f3d-b966-d303c4b4383a,9.89957839578676
130549,0000605,100418,0043,Tapada da Ajuda,Tapada da Ajuda,Local,,Contrassentido,Faixa ciclável (separação visual),Definitiva,Executado,2021,ISA; CML/DMAEVCE,Alcântara,336.93,0.33693448,9196,Tapada da Ajuda,6528caf0-078b-46fa-862d-90b88bd398da,431.811329680963
130557,0000313,67499,0298,Rua B do Bairro da Liberdade,Corredor Estruturante do Vale de Alcântara - Unidade de Projeto Estação de Campolide,Complementar,,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2019,CML/DMAEVCE,Campolide,16.08,0.01607759,9196,Vale de Alcântara,84d11044-54c3-4d12-ab49-298771b074af,20.6632220480873
130562,0000065,67029,0225,Rua Marquês de Fronteira,,Principal,Baixa - Aeroporto,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2015,CML/DMEVAE,Campolide,111.61,0.11161374,9196,Bairro Azul,286fe2bc-94ec-407c-abc0-dcdbebcabba9,143.144992303798
130564,0000637,462,0265,Avenida Infante Dom Henrique,Loteamento Braço de Prata,Complementar,,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2018,CML,Marvila,307.55,0.30754555,9196,Braço de Prata,a3cc6faf-38ee-4f10-80b4-b95f32017df1,394.638207648235
130567,1301,34582,0661,Rua do Rio Zêzere,Quinta da Paz - Cemitério de Carnide (1ª fase),Complementar,,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2016,CML,Carnide,28.03,0.02802993,9196,,f1b2d9b7-0f64-46d6-9731-650d630d598c,35.9177852595325
130573,13126,67041,0668,Rua Latino Coelho,Rua Latino Coelho e Rua Doutor António Cândido,Local,,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2017,CML,Avenidas Novas,49.4,0.04939999,9196,Avenidas Novas,dbfa40f9-1b66-49cd-a3ab-3007bbc17807,63.3092685515596
130580,22071,67041,0668,Rua Latino Coelho,Rua Latino Coelho e Rua Doutor António Cândido,Local,,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2017,CML,Avenidas Novas,87.77,0.08776997,9196,Avenidas Novas,770299f2-b88a-433d-a99f-7ec22aa9a1f2,112.445465502465
130585,0000036,,0246,Avenida Padre Cruz - Quinta das Conchas,T03C - Avenida Padre Cruz - Quinta das Conchas (1ª fase),Complementar,,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,Sem dados,CML/DMEVAE,Lumiar,89.55,0.08954947,9196,,f2596ef9-2f9a-40c0-a690-b6cbf02d8281,114.717451270791
130587,0000214,67176,0162,Avenida do Colégio Militar,Parque Quinta da Granja Sul - Telheiras,Local,,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2017,CML,Benfica,388.24,0.38824049,9196,,6f1f62ba-eb86-4a63-ae86-10a809b66fea,498.186152151973
130588,14168,101289,0218,Rua António Quadros,,Complementar,,30+Bici,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Lumiar,44.81,0.04480941,9196,Telheiras,d65cd022-a389-4b13-a294-b4254d74507c,57.6117845000623
130596,4536,67396,0669,Rua Portugal Durão,Rua Portugal Durão,Local,,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2018,CML,Avenidas Novas,146.61,0.14660798,9196,Bairro Santos,0315f7f1-68d6-4b8a-b9e9-b8e268af4b07,188.265464711409
130598,0000472,62,0047,Avenida de Berlim,Avenida de Berlim - Fase 1,Principal,Circular Exterior,Pista Ciclável Bidirecional,Pista ciclável (separação física),Provisória,Executado,2020,EMEL,Parque das Nações,495.48,0.49547761,9196,PU Área Envolvente à Estação do Oriente,7304e539-7c6b-4552-b1fd-6d6a40895fe5,634.631138796891
130605,0000754,,0157,Moinhos do Mocho,,Local,,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Benfica,1361.77,1.36177237,9196,Monsanto,f24f90c9-a51d-43f8-8acd-b154548d410c,1747.11345388632
130608,156217,67003,0274,Avenida Visconde de Valmor,Planalto - Avenida Visconde Valmor - Poente,Complementar,,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2017,CML/DMMT,Avenidas Novas,30.64,0.03063898,9196,Avenidas Novas,4dd0d0d4-a215-4ca4-91cd-0121bf028b90,39.2294866221345
130610,0000373,62,0266,Avenida de Berlim,Mata de Alvalade - Parque Urbano dos Olivais,Principal,Circular Exterior,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,Sem dados,CML,Olivais,517.06,0.51706229,9196,Olivais Norte,9181b26a-b598-47d9-9942-2cbe70cf63d4,662.345577380703
130618,0000188,,0159,Parque da Bela Vista - Parque hortícola de Chelas,Ligação Parque da Bela Vista - Parque hortícola de Chelas,Complementar,,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,Sem dados,CML/DMEVAE,Marvila,294.61,0.29461353,9196,Bairro da Flamenga,9b3952a2-6435-483d-ae28-e798e7caf4ae,378.07882143335
130624,17275,5968,0524,Passeio dos Heróis do Mar,,Local,,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Parque das Nações,124.15,0.12415305,9196,Frente Ribeirinha,9f496354-5be6-43ba-b656-fb14dc1f0065,159.660424590931
130627,0000688,35033,0140,Travessa de Cima dos Quartéis,Bairro de Campo de Ourique - 1ª fase,Local,,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2021,EMEL,Campo de Ourique,120.81,0.12080862,9196,Bairro de Campo de Ourique,c3f965b5-e130-456b-8fd9-c2132ebadb7a,155.056368194594
130628,0000689,35033,0140,Travessa de Cima dos Quartéis,Bairro de Campo de Ourique - 1ª fase,Local,,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,2021,EMEL,Campo de Ourique,99.5,0.09950331,9196,Bairro de Campo de Ourique,99b7b0f3-e646-4f6c-b0d3-ef4cd4dd0c96,127.666900367832
130632,155371,67040,0656,Rua Pinheiro Chagas,Planalto - Rua Pinheiro Chagas,Local,,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2017,CML/DMMT,Avenidas Novas,20.71,0.02071453,9196,Saldanha,4ea04daf-9685-40ea-bbed-a210018c4e5c,26.5408338858113
130635,157090,33665,0408,Avenida da Ribeira das Naus,,Principal,Marginal,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,2014,CML,Santa Maria Maior,477.01,0.47701383,9196,Frente Ribeirinha,9bbb4430-d45c-46e6-966f-3dac610206b9,610.980297704147
130636,12031,100187,0059,Doca Pesca,Doca de Pedrouços,Local,,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,Sem dados,CML,Belém,79.65,0.07964799,9196,Frente Ribeirinha,09f03e7a-ed23-4fb8-8a38-23e7bc9e7b10,102.162554655034
130637,12016,100187,0059,Doca Pesca,Doca de Pedrouços,Local,,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,Sem dados,CML,Belém,208.92,0.20892366,9196,Frente Ribeirinha,864bb414-8206-4b1d-83c8-348508391610,268.003486462036
130638,11962,100187,0059,Doca Pesca,Doca de Pedrouços,Local,,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,Sem dados,CML,Belém,284.7,0.28469556,9196,Frente Ribeirinha,c8abd5d8-d6b7-4d85-ad03-aac4697b99c0,364.810844957278
130640,0000015,67176,0162,Avenida do Colégio Militar,Parque Quinta da Granja Sul - Telheiras,Local,,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,Sem dados,CML,Carnide,927.14,0.92714481,9196,,30a89d16-e898-4dec-a815-6cde06137e6c,1191.10865098684
130641,0000657,101064,0003,Avenida Cidade de Praga,Avenida Cidade de Praga,Principal,Circular Exterior,Pista Ciclável Unidirecional,Pista ciclável (separação física),Provisória,Executado,2021,CML/DMM; EMEL,Carnide,293.34,0.29333967,9196,Pontinha,45434eed-416d-4fc7-b743-9e3d909268a1,376.166848751509
130642,0000464,34341,0529,Praça do Marquês de Pombal,,Principal,Central,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2013,CML/DMU/DEP,Santo António,149.68,0.14967818,9196,,895d5014-875d-430c-8303-b9cd8e3bd068,191.857578381995
130643,0000409,66932,0068,Avenida de Paris,Avenida de Paris,Principal,Baixa - Aeroporto,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2019,CML/DMM,Areeiro,133.57,0.13357448,9196,Roma-Areeiro,3bf5b0dd-7608-48e3-9bc1-9d99afab4016,171.063631807874
130648,0000460,100004,0285,Avenida Calouste Gulbenkian,Corredor Estruturante do Vale de Alcântara - Estação de Campolide-Avenida Calouste Gulbenkian,Principal,Alcântara - Pontinha,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2021,CML/DMAEVCE; EMEL,Campolide,70.78,0.07078255,9196,Vale de Alcântara,5f3557f3-bbe6-4642-a943-d44e2e0354b9,90.8071789047874
130661,0000157,33566,0142,Rua Pardal Monteiro,Rua Pardal Monteiro-Rua Eng.º Ferreira Dias,Principal,Olivais - Beato,Pista Ciclável Bidirecional,Pista ciclável (separação física),Provisória,Executado,2021,EMEL,Marvila,10.19,0.01018814,9196,Bairro da Flamenga,c87ba8e5-86f5-4ee2-8ff5-d6d518dd2c5d,13.0984157847516
130665,22155,67002,0653,Avenida Elias Garcia,Planalto - Avenida Elias Garcia - Poente,Local,,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2018,CML,Avenidas Novas,14.64,0.01464141,9196,Avenidas Novas,386f7307-c5f7-4bc4-99e3-a714303ec802,18.7469143980745
130666,0000121,66809,0088,Avenida Álvaro Pais,Avenida Álvaro Pais,Complementar,,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2025,CML/DMM; EMEL,Avenidas Novas,25.66,0.02565746,9196,Bairro Santos,6cf72f46-cd35-4861-9ad4-3f9f6db3e00e,32.9616668656418
130672,0000425,66932,0068,Avenida de Paris,Avenida de Paris,Principal,Baixa - Aeroporto,Contrassentido,Pista ciclável (separação física),Definitiva,Executado,2019,CML/DMM,Areeiro,156.9,0.15689842,9196,Roma-Areeiro,7f4bd6dd-1d2f-4058-8538-67db6f523c51,200.87949720924
130674,22165,67003,0274,Avenida Visconde de Valmor,Planalto - Avenida Visconde Valmor - Poente,Complementar,,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2017,CML/DMMT,Avenidas Novas,136.78,0.13677948,9196,Avenidas Novas,cac5c5b4-a61b-406e-b641-970b9aaa86ad,175.132875604332
130685,0000148,100016,0295,Azinhaga das Galhardas,T11 - Telheiras - Campo Grande (Via Cidade Universitária),Local,,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2009,CML/DMEVAE,Lumiar,72.82,0.07282114,9196,Telheiras,21468a51-4c3e-4f14-b914-4d7fe0d49192,93.4932541646553
130689,155534,67041,0668,Rua Latino Coelho,Rua Latino Coelho e Rua Doutor António Cândido,Local,,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2017,CML,Avenidas Novas,25.46,0.02545738,9196,Avenidas Novas,7b5da54b-1879-45e0-81b3-9a88da18b374,32.6237956353922
130690,0000452,67369,0278,Praça de Espanha,Praça de Espanha,Principal,Panorâmico,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2020,SRU,Avenidas Novas,260.71,0.26071254,9196,Praça de Espanha,f07216a2-21e7-42e4-bb80-4b099d744dc0,334.6854446488
130695,5142,67003,0274,Avenida Visconde de Valmor,Planalto - Avenida Visconde Valmor - Nascente,Complementar,,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2017,CML/DMMT,Avenidas Novas,36.41,0.03640639,9196,Avenidas Novas,e1fbaa22-08fa-40ed-bb61-9daf2922d9d3,46.6300037744765
130696,0000695,100333,0037,Rua Fernando Pessoa,Rua Fernando Pessoa,Local,,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2020,CML/DMM; EMEL,Alvalade,125.03,0.12503172,9196,Bairro de Alvalade,9f95cbae-0ef6-45f6-9291-997d77ac914c,160.195213452311
130698,0000570,67029,0225,Rua Marquês de Fronteira,,Principal,Baixa - Aeroporto,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,2015,CML/DMEVAE,Avenidas Novas,18.04,0.01804172,9196,Bairro Azul,42600bfd-a71f-48bf-9a23-6a53369a2abd,23.116633776512
130700,5029,67002,0652,Avenida Elias Garcia,Planalto - Avenida Elias Garcia - Nascente,Local,,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2017,CML/DMMT,Avenidas Novas,109.46,0.10945576,9196,Avenidas Novas,39fa6ffb-97cc-4f6c-b16d-d26ffbe9b7cf,140.15149283157
130703,0000519,,0191,Quinta dos Alcoutins,Corredor Verde Periférico - Parque da Encosta do Olival - Percurso dos Alcoutins,Local,,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,2023,CML/DMAEVCE,Lumiar,299.39,0.2993882,9196,,080622be-fef4-4ae2-9a3d-c86119d3b87d,384.405834765803
130706,0000083,67029,0115,Rua Marquês de Fronteira,Rua Marquês de Fronteira,Principal,Baixa - Aeroporto,Pista Ciclável Unidirecional,Pista ciclável (separação física),Provisória,Executado,2020,EMEL,Avenidas Novas,23.87,0.02387265,9196,Bairro Alto do Parque,e80324dc-cc2a-4dcc-8492-74842ac3401e,30.641887688245
130713,0000365,102300,0287,Rotunda Nelson Mandela,T04A - Rotunda das Calvanas - Avenida do Brasil,Principal,Circular Exterior,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2013,CML/DMEVAE,Lumiar,202.12,0.20211622,9196,,e7856b73-6dc6-4bf6-a75a-73798150b997,259.596843031937
130714,0000122,66809,0088,Avenida Álvaro Pais,Avenida Álvaro Pais,Complementar,,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2025,CML/DMM; EMEL,Avenidas Novas,24.85,0.02484884,9196,Bairro Santos,fd8d1323-80e8-4a40-9e8c-77a983d18d25,31.9135548564466
130719,0000123,66809,0088,Avenida Álvaro Pais,Avenida Álvaro Pais,Complementar,,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2025,CML/DMM; EMEL,Avenidas Novas,23.45,0.02345148,9196,Bairro Santos,1a5a61b2-e31d-40af-b978-f2eb28f1e43a,30.1094857602767
130720,21654,67003,0274,Avenida Visconde de Valmor,Planalto - Avenida Visconde Valmor - Poente,Complementar,,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2018,CML,Avenidas Novas,15.04,0.01503871,9196,Avenidas Novas,053d39ae-1e57-4362-bab9-13af4df71739,19.255996349665
130726,7496,34187,0020,Avenida da Liberdade,Avenida da Liberdade,Principal,Central,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2013,CML/DMU/DEP,Santo António,90.66,0.09066287,9196,Baixa,983a1e6f-9e8c-485f-baac-6fdde2706a2e,116.362618899856
130733,0000706,100008,0371,Avenida Marechal Craveiro Lopes,Calvanas,Complementar,,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,2024,CML/DMM; EMEL,Lumiar,431.06,0.43105903,9196,,184d8b7a-1da0-4da2-a949-e862e263ecf5,552.56530624236
130741,155470,67002,0652,Avenida Elias Garcia,Planalto - Avenida Elias Garcia - Nascente,Local,,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2017,CML/DMMT,Avenidas Novas,60.79,0.06079187,9196,Avenidas Novas,65b68751-c419-4ece-965b-4a91e8d992b8,77.8419206501205
130742,155309,67048,0255,Avenida Praia da Vitória,Eixo Central,Local,,Pista Ciclável Bidirecional,Pista ciclável (separação física),Definitiva,Executado,2017,CML/DMU/DEP,Arroios,26.74,0.02673986,9196,Eixo Central,7ed8ecd5-3b9b-49ad-9028-a4ba4d4e5e6d,34.2350407121385
130744,0000432,,0251,Troço da Frente Ribeirinha,T18 - Cais do Sodré - Torre de Belém,Local,,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Belém,902.75,0.90275163,9196,Frente Ribeirinha,7d91eefd-74d8-4143-94e7-4d8ed14992b2,1155.28573790338
130747,0000750,,0156,Montado de Monsanto,,Local,,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Campolide,207.34,0.20734457,9196,Monsanto,75dd9fee-3f26-4c4e-bb0c-e78c97e6ad89,265.949052248735
130748,0000727,,0120,Trilho de Corrida,,Local,,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Benfica,1070.66,1.07066006,9196,Monsanto,a582040b-c5f8-4a00-9718-b8451ea1c720,1372.48601695458
130749,0000727,,0120,Trilho de Corrida,,Local,,Trilho,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Benfica,303.29,0.30328879,9196,Monsanto,30bf625c-cb73-4cf3-92af-50478e253269,389.296502329329
130753,0000034,,0200,Ponte ciclopedonal sobre a 2ª Circular,,Complementar,,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,2015,CML,Carnide,1.94,0.00193704,9196,,a4321575-03c8-456a-874e-9cae8c6d7c9c,2.48844452001984
130754,4842,67023,0250,Rua Brito Aranha,Bairro Arco Cego,Local,,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2017,CML,Areeiro,17.82,0.01782061,9196,Bairro Arco Cego,b2632a77-e80c-4f51-a897-5d5b6c0a0bce,22.8264355208116
130755,22028,67040,0656,Rua Pinheiro Chagas,Planalto - Rua Pinheiro Chagas,Local,,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2018,CML,Avenidas Novas,12.32,0.01232092,9196,Saldanha,81799875-2dd6-4438-9805-96e5a845812c,15.7846571043788
130756,22033,67041,0668,Rua Latino Coelho,Rua Latino Coelho e Rua Doutor António Cândido,Local,,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2018,CML,Avenidas Novas,14.58,0.01458157,9196,Avenidas Novas,3b699375-61db-4525-9ffb-719348d2d9fe,18.6846760734512
130758,0000510,100295,0050,Rotunda das Oliveiras,Alameda dos Oceanos Norte,Principal,Marginal,Pista Ciclável Unidirecional,Pista ciclável (separação física),Provisória,Executado,2020,EMEL,Parque das Nações,185.67,0.18567335,9196,Parque das Nações Norte,26bfa2f9-dd61-415e-be6f-adac353261f4,238.332276343078
130764,17237,5968,0524,Passeio dos Heróis do Mar,,Local,,Percurso Ciclopedonal,Via banalizada (coexistência),Definitiva,Executado,Sem dados,CML,Parque das Nações,69.6,0.06959752,9196,Frente Ribeirinha,732fbe54-bb20-4f31-b6f3-d8c14875635b,89.5130608454567
130767,0000406,67399,0291,Rua Filipe da Mata,Rua Filipe da Mata,Local,,30+Bici,Via banalizada (coexistência),Definitiva,Executado,2018,CML/DMM,Avenidas Novas,512.47,0.5124661,9196,Bairro Santos,dde07a95-4090-4b73-bcf6-447fedccf98c,656.10798783375
